YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.059,1,0.295,2,0.18,0
2010-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.059,1,0.295,51,0.18,0
2010-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.059,1,0.295,51,0.18,0
2010-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.059,1,0.295,51,0.18,0
2010-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.059,1,0.295,51,0.18,0
2010-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.059,1,0.059,1,0.296,51,0.18,0
2010-01-01,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.059,1,0.296,51,0.18,0
2010-01-01,8:00,87.7,119.2,26,649,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,11,24,168,27,4,24,11,10,168,16,4,10,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,9:00,80.2,125.7,241,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,139,24,671,27,25,24,139,10,671,16,25,10,-9900,99,-9900,99,-9900,99,0.5,3,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,10:00,70.7,136.1,467,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,315,24,827,27,43,24,321,10,859,16,37,10,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,11:00,63.0,148.5,641,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,462,24,888,27,60,24,472,10,936,16,47,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,12:00,57.9,163.2,752,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,569,24,970,27,53,24,569,10,970,16,53,10,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,13:00,56.0,179.5,791,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,603,24,980,27,56,24,603,10,980,16,56,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,14:00,57.7,195.9,756,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,568,24,945,27,62,24,571,10,968,16,54,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,15:00,62.6,210.7,650,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,470,24,892,27,60,24,476,10,932,16,48,10,-9900,99,-9900,99,-9900,99,0.7,3,0.059,1,0.028,1,0.296,51,0.18,0
2010-01-01,16:00,70.2,223.3,479,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,230,24,499,27,62,24,327,10,855,16,38,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,17:00,79.6,233.7,255,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,111,24,317,27,54,24,148,10,676,16,26,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,18:00,87.4,240.6,34,743,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,14,24,193,27,5,24,14,10,193,16,5,10,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-01,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.059,1,0.028,1,0.297,51,0.18,0
2010-01-02,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.028,1,0.298,51,0.18,0
2010-01-02,8:00,87.7,119.1,26,649,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,7,24,36,27,6,24,8,10,77,16,5,10,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.069,1,0.298,51,0.18,0
2010-01-02,9:00,80.2,125.6,240,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,119,24,440,27,45,24,125,10,518,16,37,10,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.069,1,0.298,51,0.18,0
2010-01-02,10:00,70.7,135.9,467,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,260,24,520,27,88,24,301,10,747,16,55,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.069,1,0.298,51,0.18,0
2010-01-02,11:00,63.0,148.4,642,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,418,24,704,27,99,24,453,10,845,16,69,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,12:00,57.8,163.1,753,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,488,24,605,27,166,24,552,10,891,16,78,10,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,13:00,55.9,179.4,793,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,558,24,847,27,83,24,588,10,904,16,81,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,14:00,57.6,195.8,759,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,532,24,737,27,137,24,556,10,891,16,78,10,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,15:00,62.5,210.6,653,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,287,24,330,27,135,24,461,10,848,16,70,10,-9900,99,-9900,99,-9900,99,0.9,3,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,16:00,70.1,223.2,482,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,284,24,527,27,105,24,313,10,754,16,56,10,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,17:00,79.4,233.7,259,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,104,24,287,27,52,24,137,10,541,16,38,10,-9900,99,-9900,99,-9900,99,1.0,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,18:00,87.4,240.7,35,766,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,11,24,69,27,8,24,11,10,100,16,7,10,-9900,99,-9900,99,-9900,99,1.0,3,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.059,1,0.069,1,0.299,51,0.18,0
2010-01-02,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.059,1,0.069,1,0.300,51,0.18,0
2010-01-02,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.059,1,0.069,1,0.300,51,0.18,0
2010-01-02,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.059,1,0.069,1,0.300,51,0.18,0
2010-01-02,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.059,1,0.069,1,0.300,51,0.18,0
2010-01-03,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.059,1,0.069,1,0.300,2,0.18,0
2010-01-03,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.059,1,0.069,1,0.301,51,0.18,0
2010-01-03,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.059,1,0.069,1,0.302,51,0.18,0
2010-01-03,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.059,1,0.069,1,0.303,51,0.18,0
2010-01-03,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.059,1,0.069,1,0.305,51,0.18,0
2010-01-03,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.059,1,0.069,1,0.306,51,0.18,0
2010-01-03,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.059,1,0.069,1,0.307,51,0.18,0
2010-01-03,8:00,87.7,118.9,26,649,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,6,24,14,27,5,24,7,10,66,16,5,10,-9900,99,-9900,99,-9900,99,1.3,51,0.059,1,0.076,1,0.308,51,0.18,0
2010-01-03,9:00,80.2,125.5,240,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,90,24,116,27,70,24,121,10,489,16,38,10,-9900,99,-9900,99,-9900,99,1.3,3,0.059,1,0.076,1,0.309,51,0.18,0
2010-01-03,10:00,70.7,135.8,467,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,89,24,0,27,89,24,295,10,719,16,58,10,-9900,99,-9900,99,-9900,99,1.3,51,0.059,1,0.076,1,0.310,51,0.18,0
2010-01-03,11:00,63.0,148.2,643,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,132,24,0,27,132,24,445,10,820,16,73,10,-9900,99,-9900,99,-9900,99,1.3,51,0.059,1,0.076,1,0.311,51,0.18,0
2010-01-03,12:00,57.8,162.9,755,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,161,24,0,27,161,24,543,10,866,16,82,10,-9900,99,-9900,99,-9900,99,1.3,3,0.059,1,0.076,1,0.312,51,0.18,0
2010-01-03,13:00,55.8,179.3,795,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,492,24,520,27,199,24,580,10,881,16,85,10,-9900,99,-9900,99,-9900,99,1.2,51,0.059,1,0.076,1,0.314,51,0.18,0
2010-01-03,14:00,57.4,195.7,761,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,271,24,138,27,196,24,550,10,869,16,82,10,-9900,99,-9900,99,-9900,99,1.2,51,0.059,1,0.076,1,0.315,51,0.18,0
2010-01-03,15:00,62.4,210.6,656,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,24,0,27,136,24,457,10,827,16,74,10,-9900,99,-9900,99,-9900,99,1.2,3,0.059,1,0.076,1,0.316,51,0.18,0
2010-01-03,16:00,69.9,223.2,485,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,93,24,0,27,93,24,311,10,735,16,59,10,-9900,99,-9900,99,-9900,99,1.1,51,0.059,1,0.076,1,0.317,51,0.18,0
2010-01-03,17:00,79.3,233.7,262,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,42,24,0,27,42,24,137,10,523,16,40,10,-9900,99,-9900,99,-9900,99,1.1,51,0.059,1,0.076,1,0.318,51,0.18,0
2010-01-03,18:00,87.2,240.7,37,766,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,5,24,0,27,5,24,12,10,92,16,7,10,-9900,99,-9900,99,-9900,99,1.0,3,0.059,1,0.076,1,0.319,51,0.18,0
2010-01-03,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.059,1,0.076,1,0.320,51,0.18,0
2010-01-03,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.076,1,0.321,51,0.18,0
2010-01-03,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.059,1,0.076,1,0.323,51,0.18,0
2010-01-03,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.076,1,0.324,51,0.18,0
2010-01-03,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.076,1,0.325,51,0.18,0
2010-01-03,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.059,1,0.076,1,0.326,51,0.18,0
2010-01-04,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.076,1,0.327,2,0.18,0
2010-01-04,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.076,1,0.327,51,0.18,0
2010-01-04,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.076,1,0.326,51,0.18,0
2010-01-04,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.076,1,0.326,51,0.18,0
2010-01-04,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.076,1,0.326,51,0.18,0
2010-01-04,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.076,1,0.326,51,0.18,0
2010-01-04,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.076,1,0.325,51,0.18,0
2010-01-04,8:00,87.8,118.8,25,649,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,7,24,39,27,5,24,7,10,56,16,5,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.086,1,0.325,51,0.18,0
2010-01-04,9:00,80.2,125.3,240,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,109,24,364,27,48,24,120,10,470,16,40,10,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.086,1,0.325,51,0.18,0
2010-01-04,10:00,70.7,135.6,467,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,278,24,599,27,80,24,296,10,711,16,61,10,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.086,1,0.324,51,0.18,0
2010-01-04,11:00,62.9,148.1,643,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,447,24,795,27,85,24,449,10,817,16,78,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.324,51,0.18,0
2010-01-04,12:00,57.7,162.8,756,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,494,24,636,27,154,24,550,10,866,16,87,10,-9900,99,-9900,99,-9900,99,0.7,3,0.059,1,0.086,1,0.324,51,0.18,0
2010-01-04,13:00,55.7,179.1,797,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,346,24,328,27,162,24,588,10,882,16,91,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.323,51,0.18,0
2010-01-04,14:00,57.3,195.6,764,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,548,24,825,27,103,24,558,10,871,16,88,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.323,51,0.18,0
2010-01-04,15:00,62.2,210.5,659,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,462,24,806,27,87,24,464,10,827,16,79,10,-9900,99,-9900,99,-9900,99,0.7,3,0.059,1,0.086,1,0.323,51,0.18,0
2010-01-04,16:00,69.8,223.2,489,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,312,24,692,27,73,24,315,10,728,16,63,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.323,51,0.18,0
2010-01-04,17:00,79.2,233.7,266,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,137,24,486,27,46,24,139,10,508,16,43,10,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.322,51,0.18,0
2010-01-04,18:00,87.2,240.8,39,790,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,12,24,74,27,9,24,12,10,84,16,8,10,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.086,1,0.322,51,0.18,0
2010-01-04,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.322,51,0.18,0
2010-01-04,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.321,51,0.18,0
2010-01-04,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.059,1,0.086,1,0.321,51,0.18,0
2010-01-04,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.321,51,0.18,0
2010-01-04,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.321,51,0.18,0
2010-01-04,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.059,1,0.086,1,0.320,51,0.18,0
2010-01-05,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.059,1,0.086,1,0.320,2,0.18,0
2010-01-05,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.086,1,0.321,51,0.18,0
2010-01-05,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.086,1,0.321,51,0.18,0
2010-01-05,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.086,1,0.322,51,0.18,0
2010-01-05,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.059,1,0.086,1,0.323,51,0.18,0
2010-01-05,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.059,1,0.086,1,0.323,51,0.18,0
2010-01-05,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.086,1,0.324,51,0.18,0
2010-01-05,8:00,87.8,118.6,25,649,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,8,24,109,27,4,24,8,10,109,16,4,10,-9900,99,-9900,99,-9900,99,0.9,51,0.059,1,0.049,1,0.324,51,0.18,0
2010-01-05,9:00,80.2,125.1,240,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,129,24,576,27,31,24,129,10,576,16,31,10,-9900,99,-9900,99,-9900,99,0.9,3,0.059,1,0.049,1,0.325,51,0.18,0
2010-01-05,10:00,70.7,135.5,468,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,263,24,652,27,47,24,307,10,787,16,47,10,-9900,99,-9900,99,-9900,99,1.0,51,0.059,1,0.049,1,0.326,51,0.18,0
