0,0,0,0,0,0,-1
0,0,0,0,0,-1,0
0,0,0,0,-1,0,0
0,0,0,-1,0,0,0
0,0,-1,0,0,0,0
-1,0,0,0,0,0,0
-0.218217890235992,0,-0.87287156094397,0.218217890235992,0.218217890235992,0.218217890235992,0.218217890235992
-0.342997170285018,0,-0.514495755427527,-0.514495755427526,0.342997170285018,0.342997170285018,0.342997170285018
-0.480384461415261,0,-0.320256307610174,-0.320256307610174,-0.320256307610174,0.480384461415261,0.480384461415261
-0.666666666666667,0,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.666666666666667
0,1,0,0,0,0,0
0,0,0,1,0,0,0
0,0,0,0,1,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0.218217890235992,0,0.87287156094397,-0.218217890235993,-0.218217890235992,-0.218217890235992,-0.218217890235992
0.342997170285018,0,0.514495755427526,0.514495755427526,-0.342997170285018,-0.342997170285018,-0.342997170285018
0.480384461415261,0,0.320256307610174,0.320256307610174,0.320256307610174,-0.480384461415262,-0.480384461415262
0.666666666666667,0,0.166666666666666,0.166666666666666,0.166666666666667,0.166666666666667,-0.666666666666667
-0.738548945875996,-0.615457454896664,0.123091490979333,0.123091490979333,0.123091490979333,0.123091490979333,0.123091490979333
1,0,0,0,0,0,0
