0,0,-0.866025403784439,0.288675134594813,0.288675134594813,0.288675134594813,0
0,0,0,0.288675134594813,0.288675134594813,0.288675134594813,-0.866025403784438
0,0,0,0,0,-1,0
0,0,0,0,-1,0,0
0,0,0,-1,0,0,0
-1,0,0,0,0,0,0
0,0,0,-0.816496580927726,0.408248290463863,0.408248290463863,0
0,0,0,-0.408248290463863,-0.408248290463863,0.816496580927726,0
0,1,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,1
0,0,0,0.816496580927726,-0.408248290463863,-0.408248290463863,0
0,0,0,0.408248290463863,0.408248290463863,-0.816496580927726,0
-0.654653670707977,-0.654653670707977,0,0.218217890235992,0.218217890235992,0.218217890235992,0
1,0,0,0,0,0,0
